transaction_id,step,type,amount,customer_id,age,is_fraud
a39d2c92-ed46-4d55-84a7-af7a581d6a8d,607,CASH_OUT,9000,C68692889,82,0
59445126-85c1-4e1d-a67b-8c812eaf36ca,182,DEBIT,2000,C10120039,22,0
7f7a8988-4bdc-4b13-83cb-fddf2752eec9,478,PAYMENT,215500,C4660505,74,0
2cc25ba4-8f24-4875-9837-5dce1d5856e4,559,DEBIT,10000,C19588299,21,0
180fe894-0a68-4624-a7b0-eece0e849d15,679,CASH_OUT,138400,C79525987,25,0
070c02ea-8a1a-4877-a0b8-ba34b0a827e4,543,TRANSFER,3100,C60451249,30,0
1db5fd86-be0f-4499-b36a-393625fba78a,539,TRANSFER,1000,C79896128,32,0
9689f20a-8520-4169-ae83-73b7dbac5006,643,PAYMENT,37500,C2848165,24,0
a7962c63-a526-4057-93e8-cb05fab0b4a7,31,CASH_OUT,51500,C45010514,20,0
bb711340-572f-474b-9634-7bceec623765,452,PAYMENT,436500,C42928815,25,0
5fe17f04-d757-4f3b-8cf1-4c0e4bf4c4bb,655,PAYMENT,82000,C55155713,40,0
b1e0c697-7c85-411f-8a07-e2f3769e9b6e,684,PAYMENT,33500,C80878386,25,0
e76b4b76-c3f4-48f0-8e1d-2e140f4dc3c4,644,PAYMENT,36000,C35689500,26,0
8465bd9b-8739-435d-9948-ba45e18a0b2b,464,CASH_OUT,22500,C82298085,18,0
a9beffd1-eaf4-4152-84a6-fac88979fa12,607,PAYMENT,5500,C12841475,20,0
2b341eba-efac-49ba-a9e1-253b251c7a10,517,PAYMENT,27700,C60001501,35,0
50f67c35-cd99-482a-858f-0fb573a71425,708,TRANSFER,32500,C7717875,34,0
fe36ab5e-76c9-4699-929b-fd36f20e75f5,421,CASH_OUT,9000,C24618889,39,0
559ee47d-aa98-4c6c-89af-ff12241c5d0c,257,PAYMENT,453000,C99728104,35,0
8e701282-8383-4b1c-96d3-ca590c3c36eb,633,PAYMENT,10500,C19843638,34,0
6fe3068e-36f5-4dab-8398-3129f8428e16,610,TRANSFER,856500,C70959596,24,0
d02a3f53-29b8-4f73-b168-b913057d8c2e,326,CASH_OUT,317500,C5313173,18,0
198740f2-9e3b-44c4-b23f-c9d2a3888c24,321,PAYMENT,24600,C38231677,27,0
e8cd74ca-8316-4a4b-8273-d9a273770e96,173,PAYMENT,45400,C81080641,24,0
4695366b-2d29-4970-85c0-7a0f751fa399,254,PAYMENT,119000,C98099563,74,0
5b2f5e7d-d204-48fc-908a-50473f6c5ace,371,CASH_OUT,879500,C51274714,32,0
1ed25fc9-7940-47f3-a9ad-03a7295b37c3,112,TRANSFER,64000,C31580375,28,0
5bdcb4fd-d84d-4a33-a253-7c9ca9aea9b2,18,CASH_OUT,72500,C92948322,24,0
2e4403aa-0e12-452f-a4c8-1fb73fe3260e,518,PAYMENT,21500,C72698315,48,0
3114b48e-e816-4bf7-9e2b-e1ffc5204d7f,112,PAYMENT,7800,C35207533,23,0
e1345442-6730-4d3a-86c9-b09152800b2e,520,CASH_OUT,92000,C41529286,22,0
b24c44fb-d544-4b6b-82be-eabc849dccd4,658,DEBIT,1600,C39252705,87,0
b1421361-efc7-49dc-b200-ca5c71165974,354,PAYMENT,6034000,C39292743,28,0
33f0f909-8a0e-4911-b0ff-fc7e293002b0,15,CASH_OUT,26600,C43063569,24,0
3ad56408-47e4-4cf8-bbe5-576ce47e2402,226,CASH_OUT,21500,C48822828,20,0
8b940628-69e5-452e-b1a1-42d328616794,408,TRANSFER,1000,C8188711,49,0
6f08df3b-7bad-4681-bb60-9de787759495,644,PAYMENT,41500,C11530588,31,0
360dcbaf-78b6-4ce7-957b-13e33819bdb9,709,CASH_OUT,6000,C33866085,26,0
a7bc2198-24cb-4c15-81a7-8a33b7dabb70,207,CASH_OUT,580000,C43524569,47,0
6050d076-aadf-4353-81d3-eb7d8464da07,296,TRANSFER,6000,C13539750,69,0
2cad287d-a8a9-49bb-91c0-76cf2bb97312,341,TRANSFER,18000,C97395973,30,0
4b6864a0-501b-4b83-9d0b-b5e5ae50c130,406,PAYMENT,14000,C41455304,28,0
947fbaa2-3db0-4d5b-82b3-3cdd6c0e7ade,143,DEBIT,5500,C37928946,30,0
2179bf8b-cc0a-4f18-84de-ee9baab0fd39,642,CASH_OUT,235500,C11759860,26,0
2716ab22-1ade-4c7d-9b2b-299c6894e28c,571,TRANSFER,12600,C96283168,21,0
c3cfd86d-cbd9-4e0d-8d99-617b5a8873b2,109,PAYMENT,309000,C11817904,70,0
4bc3c57b-5d30-4c7a-b79a-0c048dea8010,391,CASH_OUT,164000,C68755144,57,0
4d18c7dd-a0c2-48e9-8eaf-57d00b292065,271,CASH_OUT,76500,C49282736,28,0
cc62988d-30f2-4773-94ce-46fc3931a6ee,591,TRANSFER,38000,C62182405,33,0
d2c1cda7-fe39-4fd5-b672-9dc96e079e42,685,CASH_OUT,50500,C76551842,31,0
a6b214d2-8a3f-4376-9a78-fef3169a2bd0,62,CASH_OUT,1400,C7685710,21,0
8b995399-c641-4b3e-b237-12b706af8460,681,DEBIT,744000,C10185844,29,0
709970ff-d51a-4f4f-be79-875e1589dbd5,457,PAYMENT,53500,C82521148,26,0
be9f9923-8766-4b41-b8a5-e1b3194bf0b3,270,CASH_OUT,22500,C36478000,30,0
3771717c-e7df-4c19-9eef-8d5373530a8e,323,CASH_OUT,142400,C59629754,20,0
3a9e8988-61fd-43ab-9b20-513518fa9152,439,PAYMENT,29500,C82122566,68,0
74f673b5-e566-4762-8a46-80c5f93ab2e1,329,CASH_OUT,36000,C67151506,28,0
ce16d296-c941-4647-b346-c211fe1d06c4,48,PAYMENT,713500,C95590536,21,0
09c2eaaf-cf72-4d7e-8008-ed9996b6a88f,490,PAYMENT,233500,C66002588,29,0
84d809e7-5792-4dd9-bd4e-148b918c148a,64,PAYMENT,24000,C84963629,20,0
754f3b66-2120-48f2-9e7d-1ada7d96c076,637,PAYMENT,46500,C71861621,28,0
4928fc8f-baf6-4047-8dde-a5ffacb2d737,104,DEBIT,90500,C71323050,49,0
b7b1960b-493a-4546-bc29-0e129db8f890,115,TRANSFER,515500,C36876253,27,0
96eba1b6-807a-48e0-8e77-19f055b6495a,163,DEBIT,49800,C60473917,30,0
d9664371-96b2-4116-b07d-9e799c56703e,540,CASH_OUT,26800,C79901854,32,0
2c16f51e-2303-4885-8afe-df92ecca00e0,608,TRANSFER,107800,C4392621,27,0
719df179-562a-4ae3-84a2-9a28c3891f0c,707,PAYMENT,15500,C97245761,29,0
9ba28b03-12f6-447b-b68a-66de4d48a0a6,471,TRANSFER,4000,C40025196,28,0
30665bc6-8b31-429c-be3b-2c6f835b4b5a,232,CASH_OUT,25500,C78372367,25,0
ea80e7ea-4490-4ce6-993b-fca0399711d1,325,PAYMENT,18500,C13178233,18,0
1201d069-f978-49f9-a3ec-c33d97580071,521,PAYMENT,204500,C6843841,19,0
0923da7b-6b15-4cee-bc0d-06b2298b5eb4,128,TRANSFER,2500,C86861282,27,0
18928e85-542c-47c7-8bdd-9c8267d0538c,424,PAYMENT,93000,C37032323,35,0
157f789b-4374-4b13-9426-5ad2d560eb09,441,CASH_OUT,3500,C65951485,70,0
662ba8e0-8dfa-4fbf-a15a-c97d682d12dd,248,PAYMENT,67000,C78455569,20,0
a493b123-a3e9-4992-a64b-fdd6871acf88,611,CASH_OUT,230000,C86598267,62,0
c2a524e5-cf97-4e78-9450-7ea4ebc6cf78,583,CASH_OUT,14000,C40457660,25,0
5caa6d2b-5ccb-4b8b-b631-3221f6ccd9ca,198,PAYMENT,190400,C47958010,68,0
5600f480-58a6-4c77-99c8-7e75f91d7d36,296,CASH_OUT,111500,C36483577,24,0
6795049e-470e-44f4-a884-61f78eb1b041,396,DEBIT,12000,C28833995,54,0
b2d8a5eb-1c80-426b-b6df-43a7fa7d038a,61,CASH_OUT,38500,C6450366,46,0
b83e0321-8096-4277-a7a7-e4c67c442f4b,197,DEBIT,522000,C99832782,73,0
c92e0d66-d85a-410e-b563-691a2b1e1977,32,TRANSFER,2000,C50104369,30,0
7a3302af-57f5-4727-bb60-c595d3b08d34,38,PAYMENT,150200,C83390059,23,0
218e6cef-3b15-4e56-a557-1788e32dede8,127,TRANSFER,143900,C79873274,34,0
8584c330-134d-4ab8-b3ea-86a6a6fd2a5e,160,PAYMENT,178500,C64341235,23,0
0bee0a0c-1fb2-4382-8211-f0fc37567c2e,329,DEBIT,124000,C16259969,22,0
c2947b03-6be6-49d9-9958-c3a14e2aed91,337,PAYMENT,21000,C84491545,26,0
5bfd4d3f-31dd-403e-b0ad-419a4108260f,200,CASH_OUT,28400,C22110829,45,0
457e5eed-4dde-467f-b572-4c8bf7a55693,547,TRANSFER,11500,C32320253,20,0
160c2548-5488-4265-ba57-b56e96ba4fa4,590,PAYMENT,10400,C901451,20,0
7008deb4-9ff2-46e1-99b7-8a920c64c88b,32,PAYMENT,64500,C25852810,55,0
df53915b-e91f-41e2-ba3e-cf441c42628c,181,PAYMENT,19500,C9886050,21,0
d73d7502-5d45-4fb5-95c5-f342225d0e32,42,CASH_OUT,76000,C20022919,27,0
cf5757d3-3d74-4c92-b52f-aa4cdc2fbc7e,294,TRANSFER,69500,C20771598,71,0
fcee1e24-5a35-420a-8085-52d53f54a8a0,256,DEBIT,302500,C42570233,67,0
35f187bb-14e5-49fd-9bc9-0befa001f945,19,DEBIT,29000,C57964584,44,0
b08585c9-cb55-4114-894e-0fdd07424c84,304,CASH_OUT,23500,C92776731,49,0
d1d43c9b-faa5-4890-bc6c-3d9f0c772351,588,PAYMENT,66000,C26741867,27,0
86556475-ce98-4c02-8e2c-459e8a5d96fc,174,CASH_OUT,70000,C99373050,30,0
50445f4e-d3de-423d-9b96-8437cb91bb18,458,TRANSFER,763400,C74725699,24,0
e77a8c41-ae66-4da8-99d5-1dc55d0249a3,257,CASH_OUT,152000,C70935127,29,0
bbf9d230-6e98-4eb3-a7ff-999a7763d942,151,PAYMENT,43500,C88750252,27,0
526a48df-0cc4-4144-9354-6fa6f6e727d8,665,DEBIT,39000,C81335303,53,0
28c0136b-6fbd-4edb-adad-8880d400d8b0,154,TRANSFER,42500,C50023221,34,0
7290e503-bd93-4f10-8432-fdf570c19987,108,PAYMENT,148500,C1881090,24,0
444c6c27-2d20-4e6c-b5f3-a31368a0e802,425,PAYMENT,174300,C4845195,31,0
1e0827ea-3cfa-4cc1-8572-e7538abca30d,660,PAYMENT,60000,C60847193,19,0
8500490a-6601-454f-80ba-a48c80b81e5d,373,CASH_OUT,13000,C92229441,28,0
eb72e0b2-483d-457a-bc56-218a18dee934,61,TRANSFER,10600,C36801803,36,0
6f93dc77-23a5-44a0-a932-4c560ca190e9,34,PAYMENT,270500,C52509599,25,0
7640a535-c6fa-467c-bceb-02eba63a670c,606,DEBIT,75400,C56419661,26,0
a0565bec-2e50-49ba-96e0-23679cc93551,605,TRANSFER,3000,C1503287,32,0
c95164db-5cb0-4f6a-8d9e-6e23e0808a4d,273,TRANSFER,9800,C40564209,27,0
cfb760e2-5e28-4029-85aa-326d058de813,664,PAYMENT,21500,C1796174,37,0
ddeba427-cab2-4683-a0eb-5084011a0db8,129,CASH_OUT,104000,C18904662,28,0
4f927509-36a2-4913-a9e4-3bb2f4870abe,83,CASH_OUT,3600,C91345459,32,0
9057de99-68f3-4089-9241-b79b92a4e226,81,PAYMENT,143500,C57837857,39,0
523e5999-c3ca-4aa1-a3c7-f380f5a25626,664,CASH_OUT,52500,C22347498,23,0
687b719b-26a6-4f90-8deb-37457ca43e8d,232,CASH_OUT,27200,C31662208,53,0
c5489536-57d2-4ee6-a063-cb1a28b30302,151,TRANSFER,42500,C92430961,34,0
deb12ec7-2d1b-4e2b-902a-7ba5d3cbf197,342,TRANSFER,5500,C83117706,53,0
e542c2dd-fba8-4743-9425-2e7da5b1494e,466,CASH_OUT,14000,C60316300,27,0
2aac03ac-1d46-46cb-8147-d6157be90048,400,PAYMENT,5000,C96889807,33,0
e97591e9-9a13-4411-9c91-ff1c73ce2cd7,320,CASH_OUT,189100,C97466937,29,0
1e2bfd10-2368-467f-810e-d6eee8c0c487,534,DEBIT,6000,C16903678,34,0
d132f890-576f-4f15-95bd-6457d25d419b,708,CASH_OUT,211500,C75774372,26,0
22d5e96b-b07e-45d2-ba06-6e9272fd4189,229,CASH_OUT,155000,C15733732,29,0
a5044ac1-402e-4925-9459-3955815564b4,149,TRANSFER,502500,C86720769,20,0
69097c2a-a884-45d0-91e6-85d6efea4006,693,PAYMENT,49000,C85357641,52,0
3d7f3473-a614-410e-aebd-61635613896a,616,CASH_OUT,40400,C85256129,21,0
cdf06c3d-5679-4723-8677-2ef187aa990f,324,TRANSFER,7000,C65634901,32,0
63161e71-31e0-42e9-95a1-79b6db1cd259,388,PAYMENT,54200,C71652444,51,0
d46f1f21-3d48-4d3a-92bd-8b91202117aa,349,CASH_OUT,40300,C8483752,31,0
d11a89d5-ba02-4109-91d1-cef9403a7399,271,PAYMENT,96500,C15684166,26,0
4f4201f7-5d0d-4c3e-9208-d00b115378a1,659,TRANSFER,22500,C75377617,30,0
4aff292d-c1c0-4514-865b-edcf6d4de400,348,CASH_OUT,37000,C14143257,21,0
42962d86-d1ed-431b-b2fb-110402b6da83,278,PAYMENT,297500,C78676553,26,0
79256f3b-8fca-4d80-a7e3-195207f857c6,583,DEBIT,13000,C87661727,54,0
aab78e12-ed2d-43bb-933e-42a075698977,87,PAYMENT,44000,C60378386,21,0
716cc330-8143-4646-a165-7a4f4a684632,562,TRANSFER,106000,C85254119,75,0
03c12569-5488-4da6-a62e-05c6fdb52dcd,583,PAYMENT,35200,C39545156,58,0
ffde4032-4344-43e4-9526-c915ed26f632,234,CASH_OUT,152600,C99483163,24,0
90936ebf-f1ab-4af1-bf6d-3ba45663bad3,149,TRANSFER,15600,C74321443,83,0
35e773a7-c75b-485b-a12b-6553059cea10,418,TRANSFER,45900,C82562986,57,0
c1dbf5f2-07af-42ac-8fd3-0208928f8e66,276,CASH_OUT,6400,C63044124,23,0
f5872c42-685b-413e-936e-cbe165e1e7af,521,DEBIT,1600,C21104390,72,0
17428857-cdb9-48f4-98b2-9720c67c847f,607,PAYMENT,236000,C95750301,22,0
d3eab174-76f7-457f-b4d3-fb8381562ce3,257,TRANSFER,1884300,C15554277,31,0
d48cb4cf-286b-49b6-b72a-b5c4f0c9d58f,586,CASH_OUT,59500,C2904020,32,0
aee887f0-c069-4e67-91f8-702ac884f88f,709,CASH_OUT,242000,C22210312,19,0
653f8f64-7bde-494b-9df3-55ac165772a7,596,TRANSFER,63500,C16751294,23,0
130b0c73-e914-44cc-b337-1b0c62ba84aa,14,CASH_OUT,17400,C83637790,58,0
9ca059c1-479b-4aba-942e-b28d1eddd8c2,709,DEBIT,4000,C68277906,32,0
8b5c48af-3ee9-445e-912d-75c4e777de5c,228,PAYMENT,35300,C46133996,45,0
a0ee65a6-8d4f-4516-8978-9fd89d97e93c,418,TRANSFER,1500,C50590595,20,0
